A01,,A02,,A03,,A04,,A05,,A06,,A07,,A08,,A09,,A10,
54.31059271,10982.18267,54.64285263,10945.36442,53.38948221,13921.1607,53.09830318,13905.0909,53.53345644,14625.16595,52.99204516,10102.74782,53.82966738,14397.50138,54.10679245,12266.3468,54.39428432,14322.42123,53.74769952,14384.29451
55.25681314,11114.74739,55.10892997,11143.23443,53.2052494,14135.81908,53.04012907,14161.44441,53.95348377,14649.23834,52.9782678,10053.14239,51.29399193,13906.73021,54.1311284,12316.59762,53.13045574,14174.7686,52.22424837,14028.31511
54.7756249,10903.6592,55.50608744,10847.67457,53.58620164,13997.85539,53.88836033,13930.89323,53.45845371,14675.15428,54.65508145,9780.918862,53.95786708,14305.10253,54.18201177,12464.01106,53.88407669,14382.57756,54.26883018,14371.02015
55.63909298,10966.47079,56.39850666,10901.71095,54.38832785,14135.80273,54.21358418,14046.63715,54.74109956,14624.82854,54.1765364,10091.77233,54.53730098,14474.18138,54.64678707,12443.55088,54.66050237,14484.39475,54.84401583,14401.28193
55.44030172,11027.10828,55.46063637,11039.11616,54.61890137,14224.40983,54.94750632,14250.13918,54.53252436,14518.20362,54.26967045,10324.8549,54.94339535,14303.54749,54.97184001,12474.37947,55.12096037,14340.85244,54.8655098,14243.4239
55.80577633,11059.09741,55.64148648,11032.84341,55.87036168,14132.38439,55.9946627,14060.41775,55.22734328,14607.85397,55.14781956,10071.91965,55.52180086,14261.72041,54.99727712,12435.90794,55.52337333,14278.82435,55.85930323,14289.05758
56.46913297,11076.21524,56.65836388,11051.21004,54.70346581,14286.47282,55.13935181,14237.50892,55.30663381,14613.65055,56.0060107,9960.720323,56.17323292,14317.59324,55.57686128,12479.37559,56.10354798,14197.19959,56.30798645,14182.13232
57.58853818,10990.57992,57.6146598,10875.39724,55.68785384,14296.73629,55.94094803,14299.7017,55.76723485,14496.12568,56.50966697,10185.32422,56.60352566,14343.09116,55.7871463,12452.88387,56.58839142,14354.59933,56.66668425,14399.76344
56.66784005,11082.89724,56.12987075,11002.72115,55.7179175,14219.21781,55.65249958,14094.25514,56.64289603,14622.27504,56.38641877,10176.25977,56.26168345,14250.08666,56.15871663,12426.8077,56.39792103,14404.51006,56.52067006,14346.3114
57.06506015,11012.11289,57.57991086,11035.36395,56.26467868,14241.33049,56.06916819,14332.85675,56.20857953,14615.81417,56.53188265,10102.66074,57.0944475,14449.59636,56.31748198,12492.12896,56.75008925,14358.71997,56.68526482,14397.74328
57.98333229,11086.69251,58.15416896,11022.14319,56.76328374,14298.63722,56.19294764,14358.56467,56.72438047,14687.41985,57.19600403,10167.98696,57.95448721,14236.74533,57.24915944,12598.23427,57.5919384,14302.57234,57.80913656,14226.93444
57.92325858,11101.99287,57.46620314,11057.32141,57.0892606,14324.19683,57.68821881,14330.47342,56.80211212,14615.46155,56.91595991,10370.32625,57.99834934,14273.64787,57.17113779,12519.27094,57.61570332,14360.57966,57.52352673,14290.51918
57.74003383,11028.4583,58.48149787,11047.15804,57.22996862,14189.50764,57.9153798,14150.25074,57.84216077,14529.49545,57.50206718,10188.06612,57.84788538,14248.12802,57.57447209,12601.19118,57.67952902,14353.24802,57.89415223,14343.64429
58.35320098,11060.44842,58.98320047,10973.00802,57.70635983,14344.00634,58.16662803,14251.73265,57.99372991,14580.99182,58.41658926,10182.00295,57.92415329,14549.87638,57.92010963,12549.59556,58.18403867,14373.82612,58.28592997,14438.67635
58.19342141,11067.60667,58.52632347,11236.58687,58.21483068,14342.4775,58.10489479,14336.92341,57.40875462,14577.52215,56.59231489,10227.01102,58.18074002,14367.24434,58.40147415,12501.52698,58.42799862,14340.95035,58.51808134,14434.92945
58.93411235,11134.02367,58.53706454,11091.48049,58.44770403,14283.17754,58.02641687,14262.15473,58.57089742,14563.92307,58.534003,10207.6754,58.81980887,14232.60597,59.15812304,12658.4221,58.50657513,14310.80849,58.53629633,14357.10892
59.47679556,11154.15799,59.59226391,11089.40218,58.47946683,14380.09222,58.6338123,14287.5209,59.03819719,14643.19754,58.62502528,10100.4099,59.50760863,14184.13042,58.7594697,12529.42768,58.85896853,14296.28358,59.36054269,14199.64369
59.6807452,11066.25487,60.03044669,11105.9855,58.94239804,14325.86423,58.57255758,14339.90891,59.09347292,14660.96497,58.93793258,10068.7506,59.81733302,14624.9537,58.84165846,12757.65593,59.63518193,14449.98859,59.85128188,14515.37365
59.72259867,11225.14735,59.72679316,11242.31634,59.27858573,14488.61883,59.28647881,14483.73684,59.27711159,14509.05898,59.85146355,10136.17713,60.20491404,14166.17278,59.26914699,12723.24228,60.01368007,14245.56618,60.07742659,14254.52464
59.55871377,11079.32156,59.7561217,11070.26117,60.12950347,14428.30376,59.74786668,14467.57231,59.50788285,14687.40216,60.90051955,10320.80168,59.40308383,14405.60432,60.3639679,12692.24631,59.94309007,14334.20313,59.58649824,14316.37387
60.90321377,11131.33046,60.33312623,11052.29294,60.14960768,14359.8282,60.15523181,14201.59318,59.77458326,14580.40408,59.70477145,10120.52903,59.11746909,14329.24076,60.07561278,12771.6361,59.84091416,14370.07568,59.42004548,14412.42044
60.85932302,11161.53388,60.49931248,11286.58366,60.28255083,14427.57704,60.24772167,14483.96858,60.07218605,14483.8018,61.17232824,10303.6742,62.28744175,14349.19895,60.44639706,12830.60271,61.05917592,14356.31868,61.60225314,14304.60249
61.79341853,11102.9619,61.82440483,11091.29141,60.21496414,14436.72081,60.77296713,14477.91703,60.49836704,14580.75593,60.87388306,10073.6898,61.29936159,14207.17514,61.18024452,12739.9426,61.03892625,14341.55619,61.38144072,14344.63564
62.43599335,11205.93612,62.0739058,11273.48,61.19496787,14434.46425,60.57884941,14468.81902,60.99793236,14609.18272,60.61284404,10194.30404,61.63828801,14435.24517,61.13212064,12834.67802,60.87820447,14495.04655,60.5320722,14432.89181
62.20345164,11035.03193,62.76447481,10928.11267,62.1241656,14510.26518,61.71833218,14526.49627,60.90165414,14549.09419,61.78556545,10167.84232,60.80468681,14314.645,60.89689646,12862.93433,61.28949438,14326.44203,61.18900231,14301.29844
62.18136517,11213.17542,61.95692032,11288.06359,61.57419265,14481.20801,61.60366485,14433.88189,61.53685644,14553.42298,62.13792005,10042.66395,61.67240536,14332.27404,61.58018528,12849.70179,62.0288353,14424.94783,61.49384782,14424.79514
62.54010033,11154.2295,62.46076304,11222.52018,62.40689337,14492.79457,62.72932079,14510.29525,61.33751887,14554.77262,61.34608765,10261.876,62.07784129,14502.07441,62.05761389,12769.90153,62.14466158,14487.47197,62.12838673,14431.2566
62.75782855,11148.40808,63.00810444,11224.95107,62.25853474,14633.37164,62.66961222,14662.10047,62.39058697,14594.27652,62.45147908,10060.79887,63.04496238,14438.42092,62.57510411,12833.04775,62.75708949,14404.36685,63.15365511,14347.50943
63.63604272,11118.70213,64.40886751,11241.38234,62.31473127,14584.25129,62.10346756,14634.51664,62.83506606,14566.7576,63.63702006,10119.89646,62.36923158,14536.74858,63.17749887,12786.40484,62.65302628,14469.37823,62.79011369,14488.23806
63.64369468,11111.89382,63.57094926,11135.69331,62.91562923,14656.51954,63.08893695,14644.46148,63.35620543,14711.22227,61.65128116,10042.38887,63.79394517,14453.55315,62.78922956,12829.27873,63.87107159,14441.2693,64.19307674,14303.00986
63.96613297,11124.5147,64.07514453,11174.81877,63.52502642,14609.89127,63.26932184,14541.37895,62.76018731,14607.97951,63.45748379,10303.67747,62.44819058,14141.85566,63.48024299,12936.74198,63.01663077,14334.4218,62.56973607,14226.30604
64.91099761,11234.52646,64.75958256,11240.17708,63.48500787,14455.76384,63.54157341,14442.37273,63.55804178,14573.49782,63.71569859,10198.14633,63.19515412,14402.60789,63.92735301,12944.209,63.71557796,14400.38569,63.49549578,14465.46202
64.17702172,11170.32295,63.71807707,11191.45543,64.11207651,14587.22475,63.48644392,14663.26764,63.95537768,14524.51136,64.26994329,10151.82309,64.49179392,14665.33626,64.02524755,12876.26807,64.21474461,14465.71338,64.26780226,14562.11021
64.97524486,11171.18705,64.02521754,11129.49767,64.18790289,14701.33511,64.03697402,14638.20185,64.09108143,14509.05588,64.20277957,10167.78682,65.76174334,14354.87328,64.07895912,12903.78717,64.52994256,14428.44693,65.41515506,14350.13923
65.44517394,11213.10132,65.29520124,11369.34573,64.40419643,14718.40382,64.7758085,14653.02419,64.64146326,14600.50799,64.87752741,9934.641337,64.23925391,14304.77861,64.02683914,12801.07845,65.07032697,14487.5927,64.31814074,14355.36545
65.81513216,11213.6463,65.64345587,11151.64119,64.80405023,14657.77843,64.23195602,14694.80743,64.90131391,14410.20934,65.36213352,10274.87966,64.91523824,14529.58577,65.54500486,13008.60319,64.93274645,14517.42838,64.88466379,14482.65221
66.12941079,11283.28241,66.167351,11263.66265,65.27665377,14660.89617,65.23768546,14643.98563,65.18669576,14481.66061,65.48695451,10232.87213,65.95797412,14587.11923,66.43900326,12851.11144,65.14380144,14540.61485,65.52971867,14566.96179
66.94745204,11168.80995,66.48982656,11150.83688,65.80074698,14570.99806,65.62482851,14682.70407,65.91107459,14620.64931,65.60503018,10163.06393,65.39420273,14279.80524,64.91673763,12959.15201,65.67693449,14321.86208,65.68440225,14229.93102
66.96730721,11201.49203,66.99204691,11252.17172,66.5345012,14712.74905,65.89312139,14687.52879,65.56544075,14530.96599,65.44639704,10111.00701,65.94259368,14522.62465,65.84664045,12839.73418,65.79490596,14496.86648,66.08638288,14506.72626
67.10182105,11205.35245,66.71806928,11202.69906,66.31434658,14785.73254,66.08002114,14674.82871,66.55436076,14535.79978,66.28534846,10136.27592,66.26388526,14535.99721,65.87650358,12873.87371,66.3331519,14488.5049,66.26799513,14460.03145
67.54491174,11249.26119,67.64729218,11289.44413,66.91559872,14720.5693,67.36841609,14771.42776,66.07731269,14500.23419,66.42064167,10084.2726,66.56901538,14579.4887,66.77348725,12888.9815,67.02373302,14424.63513,67.12464631,14527.37322
67.26108294,11085.4499,67.29517193,11187.81201,66.58240221,14716.24256,66.24039273,14743.3953,67.46715177,14503.59088,67.08556445,10221.82377,66.73249366,14610.01691,66.79986022,12864.96908,66.99116256,14488.13812,66.92038117,14566.48885
67.7483752,11150.15117,67.53988731,11088.71279,66.32945489,14716.31064,66.80580154,14684.7798,67.03073417,14447.47128,67.55067244,10236.10658,67.15060221,14302.56389,67.94634455,12921.79535,67.52789582,14362.08466,66.76694687,14359.82558
68.28164376,11251.37593,67.88949742,11254.48479,67.68442211,14657.09278,68.08044421,14671.0941,67.90462863,14532.82657,67.0040967,10318.94599,67.47499398,14178.23757,67.92841719,12978.14379,67.95152772,14383.20265,67.6969808,14296.24012
69.2198108,11213.36574,69.16785192,11274.6732,67.74541392,14789.77607,68.0949281,14737.18661,67.78858462,14481.93853,68.77854938,10246.47583,67.81418564,14441.61745,68.44925054,12886.8979,68.08064159,14368.53834,67.72615945,14411.61854
69.04606486,11249.80487,68.89625965,11196.38952,68.86296614,14734.69048,69.00051137,14665.69324,67.41158748,14430.82414,69.60902125,10250.68554,67.76070616,14592.27391,68.27904824,12808.11004,68.71901279,14465.10522,68.83635713,14599.54825
69.29158672,11185.18417,69.5960378,11266.20996,68.86114287,14856.94898,68.6892091,14905.35462,67.92433034,14579.27499,68.14361987,10194.4872,68.72459717,14558.91284,68.92879117,12872.3312,68.9465628,14549.88478,69.05885239,14533.19355
69.40946299,11258.86261,69.05469066,11225.59829,69.45904325,14701.80524,69.90097616,14557.48393,69.16639826,14470.78783,68.80382301,10313.98905,69.05764137,14592.03515,69.52057846,12937.58171,68.86440767,14515.23132,68.65870387,14544.89236
70.10813556,11237.83748,69.8977825,11234.27022,69.4154905,14807.38063,68.55219045,14911.26191,69.4455718,14511.7944,70.48954742,10232.44605,68.42301648,14499.52365,69.65475696,12919.90316,69.35637476,14432.7618,69.29198997,14435.1647
70.42061327,11210.32231,70.40558111,11268.5179,69.02795157,14767.79529,68.63833573,14701.85625,69.25823329,14395.28861,70.09496177,10228.37,70.34366401,14632.22321,69.85318953,12915.39046,70.21848158,14567.60894,69.89003235,14626.98236
70.14789942,11131.5707,70.02738976,11106.35005,69.41628153,14721.90504,69.68641534,14630.01757,70.31402274,14475.85323,69.777787,10118.04738,69.94951764,14462.5903,70.08606369,12853.97,69.75410367,14421.86654,70.08567167,14399.63821
71.17521936,11294.61076,71.34530836,11305.71614,70.30838206,14655.4185,69.96751611,14776.81402,70.31046546,14454.92747,70.63573551,10124.28129,70.24329593,14359.56125,69.60759099,12895.90522,70.1908124,14523.55963,70.55801026,14458.17403
70.96120161,11138.68553,71.2983132,11231.92534,70.7055686,14651.35716,70.47605283,14596.66461,70.64329235,14465.38534,70.38357372,10257.39497,70.40466749,14532.0048,70.52482824,12937.40123,70.35759904,14486.03579,70.47994719,14507.738
71.25225282,11183.15185,70.60074441,11119.49853,71.04818011,14781.25089,71.29015883,14834.26495,70.87003726,14402.17133,71.20746468,10163.46553,70.80217607,14537.89434,70.73381627,12915.86554,70.66885917,14474.89811,70.48249934,14515.70631
71.8867429,11314.28327,72.47812105,11392.06216,71.76631199,14663.60247,72.28537136,14664.92208,71.69632153,14589.49163,72.10120589,10349.00162,71.38329498,14640.47275,70.95364727,12881.28482,71.86878223,14464.382,71.78109486,14599.26997
71.99741764,11199.37927,71.97686156,11139.09622,71.1412356,14736.60337,71.5499337,14801.3575,71.44149159,14526.46384,71.27713633,10125.81853,71.59833788,14477.85865,71.24066262,13040.36212,71.91204667,14433.2123,71.88190308,14461.40397
73.26040419,11284.55542,72.63056252,11411.88832,71.85323504,14790.58757,71.9764999,14787.94305,71.47718677,14526.78992,71.44893242,10165.09131,71.53900709,14431.32605,71.78164992,12953.82055,71.54438482,14487.10528,71.44357462,14389.49646
73.04768654,11215.70877,73.05406212,11193.01169,72.38651794,14753.496,72.33662605,14766.51368,72.46467157,14496.71188,71.89660868,10071.77798,72.61633361,14502.14107,72.168847,12878.44088,72.42428828,14463.74551,73.32346947,14480.58419
73.17963536,11172.33763,73.10241898,11153.79954,72.75967979,14650.16867,72.76564441,14700.24074,72.07985659,14586.4179,72.89929943,10362.61337,72.70811889,14505.04088,72.54190225,12909.47135,73.00292437,14439.60974,72.82789439,14480.68062
73.83919639,11260.48235,74.20628606,11332.87536,73.17194955,14700.05028,73.48223169,14699.72497,72.78330847,14480.34721,73.0133538,10156.19107,72.8858225,14612.80727,73.01516432,12900.74145,72.58720574,14534.23897,72.97278219,14608.02296
74.15993267,11246.77697,73.71637721,11195.58069,73.43829413,14647.82888,73.30260882,14684.51674,73.26919306,14560.52846,73.69459264,10215.05702,72.31152499,14443.61455,73.25335566,12945.09395,73.17379137,14467.28419,72.68488267,14424.82485
74.53790088,11332.82168,74.54698884,11280.67881,73.88465826,14710.75779,73.4259044,14700.08807,73.47580224,14629.17236,73.99629562,10259.88326,75.16266127,14531.45124,73.56979287,12978.35012,73.55059352,14548.29348,74.58681683,14629.53937
73.95485076,11285.5141,73.92024853,11220.01443,73.88860108,14625.26987,74.19236441,14533.51728,73.45619456,14523.90337,74.49083126,10005.62365,74.2826249,14339.62433,73.90903792,12822.06165,73.66005504,14503.25591,74.179117,14364.90441
75.1145383,11322.22916,74.87980394,11345.95722,74.17454553,14708.98194,74.64133025,14626.04136,74.60008194,14559.65064,73.97610849,10114.63104,74.60666578,14531.53693,74.53620698,13003.75626,74.08525777,14555.06678,73.97255194,14527.13223
75.21829231,11312.48849,75.49276541,11331.30796,73.95988813,14685.46201,73.99622399,14757.9554,74.59347281,14429.75253,74.59336929,10140.38432,74.02062724,14322.87424,74.79683461,13042.98168,74.26375832,14412.53039,74.49090342,14469.4552
76.17610263,11294.50393,76.18912124,11254.75987,74.93367496,14566.23199,74.66586301,14514.87579,75.55058509,14571.95031,74.63419831,10134.73951,76.10749614,14561.39392,74.53315425,13018.45708,74.90028197,14556.92428,75.09088761,14464.26031
75.64678332,11363.58057,76.04020535,11323.03865,75.21978214,14702.82566,75.50284822,14723.90918,75.34262734,14629.28742,74.91794155,10039.50616,74.36069451,14286.03381,75.40770678,13092.11506,74.67118095,14357.74907,74.67761574,14287.74934
76.47426079,11233.5348,76.2626303,11253.97605,75.7461084,14664.9618,74.99609886,14682.33074,74.99842434,14577.3139,75.09292433,10165.97718,74.49375316,14596.15221,75.12137218,12988.8798,75.35981072,14443.50244,74.69615005,14531.06738
76.58276717,11320.05104,76.40359995,11317.4267,75.87775653,14594.0203,75.38695774,14473.69173,75.7206114,14617.22039,75.78428095,10182.03188,75.50821017,14469.70712,76.18296911,13026.05082,76.38155697,14434.15088,75.89755416,14457.94196
77.05181618,11238.89685,77.34423866,11131.25335,76.43095849,14569.31567,76.11734497,14555.22854,76.5886242,14492.14073,75.69160228,10287.29175,76.66983072,14336.84029,76.17410879,12937.97073,76.45580565,14441.22125,76.33919233,14381.17586
76.86906691,11183.71851,76.62100041,11246.70929,76.68616815,14688.79776,76.50438618,14526.07927,76.17436623,14597.22953,76.20454932,10030.91762,77.29446937,14331.04471,76.59586977,12906.81966,76.82014808,14419.82622,76.68142432,14420.03074
77.82853536,11287.66621,77.89844514,11405.01985,77.22174813,14744.87919,77.04648283,14743.91057,76.87535596,14592.348,76.27506344,10201.82472,77.00511994,14588.3922,76.42211358,12860.75644,76.47279793,14611.04458,76.54727352,14620.47209
77.40974151,11255.814,77.84593765,11288.05239,76.88781166,14673.52562,76.89146702,14774.50326,76.76637352,14672.98786,77.89733268,10003.22324,77.30758302,14389.42299,77.430914,12879.95458,77.27065064,14412.58235,77.43922476,14439.3513
78.41947723,11235.50856,78.13951323,11324.20021,77.61014705,14598.49248,77.46819656,14756.02501,76.73600517,14556.36119,76.97852721,10094.06256,78.05416575,14727.71076,77.72377568,12976.05652,77.73198799,14639.54069,77.84087818,14664.51438
78.02845052,11132.7455,78.20960314,11055.19385,77.91900716,14650.93604,77.56974616,14629.06733,77.26745641,14724.15067,77.67043091,10199.04666,78.44895497,14267.36049,77.80423111,12960.00222,78.12142848,14480.33583,78.13776234,14442.59853
78.96663494,11221.48988,78.47208179,11251.51779,77.72456794,14622.1243,78.5475982,14551.5973,78.12488512,14675.97103,77.73775726,10260.28273,78.86764658,14510.77904,78.32699466,13035.87876,78.5561169,14384.75422,78.97546183,14499.89195
79.52117869,11224.94905,79.4073787,11161.50416,78.24508372,14661.62185,77.81659533,14715.90556,78.37875548,14704.2802,78.04378384,10283.70322,77.71416474,14604.50014,79.26520473,12889.08695,77.64654427,14469.17873,77.75722589,14584.79184
79.3831328,11142.92499,79.28621977,11147.36717,79.33897872,14602.64742,79.16067399,14632.67398,78.20942265,14757.31805,78.25048001,9963.781721,79.22453008,14591.33396,79.37178112,12918.27431,78.37975557,14547.90619,78.64825935,14552.29297
80.09374952,11125.67115,79.61647215,11176.06338,79.6301201,14621.32046,79.50948082,14671.95866,79.43378534,14660.50061,78.6248282,10110.6814,79.41812366,14538.01361,79.31674091,12888.71898,79.22142296,14529.04876,79.59820648,14500.8447
80.66696905,11212.17996,81.19186733,11240.0006,79.65665076,14679.56236,79.48891284,14614.58877,79.99945914,14732.90496,79.00906496,10062.43314,79.07679248,14376.54712,79.9906368,12978.23076,78.85595922,14491.94786,78.89453709,14420.76407
80.16237898,11170.89656,80.45275453,11190.86682,79.40589765,14596.00411,79.53917796,14639.10629,79.72301438,14686.90406,79.72723312,10193.87385,80.185455,14485.86898,79.48750076,13003.266,80.28072222,14440.77106,80.09229501,14440.6697
81.01023191,11255.6985,81.0871465,11295.37609,79.60695435,14637.665,79.09716407,14625.65875,79.91143005,14714.32388,79.26473969,10228.82509,80.45182063,14583.92022,81.0183963,12868.10882,80.36512502,14578.93786,80.56582239,14564.55802
81.98274821,11379.70245,82.03959417,11407.57191,80.74959581,14592.83728,80.48413114,14569.32996,80.38776369,14696.69328,80.43961185,10200.65298,80.4602959,14436.97165,80.85102682,12956.64501,80.85560072,14508.509,80.42207818,14527.69181
81.77713243,11211.0567,81.77228807,11094.02108,80.58158741,14530.5785,80.52432594,14665.18927,81.6781592,14659.10997,81.71662286,10221.59101,81.05823108,14253.29546,80.74447198,13015.43469,80.51778227,14307.28892,80.7047277,14292.31218
82.01854694,11137.11679,81.6709369,11084.5434,80.70319588,14739.94307,80.58913358,14815.90471,81.03726817,14778.95837,80.93201991,10170.71364,80.64891774,14485.4038,81.30738729,12911.85172,80.73834596,14489.79762,80.81474327,14514.32122
81.99756222,11206.44624,82.23280787,11186.79526,81.46022777,14620.30581,81.89853424,14612.78759,82.00037402,14807.15325,81.7232534,10125.14546,80.91610707,14481.79659,81.11375166,12991.04042,81.53011838,14525.4038,80.95402816,14491.41411
